id,name,url,phone,search_query,categories,address,city,country,rating,review_count,lat,lng,minutes_open_weekly
ChIJS2QN88DpeUgRwSCytYVHHcc,Zaza barbers,http://instagram.com/zaza_barbers_beeston,07474 074596,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","118 High Rd, Beeston, Nottingham NG9 2LN, UK",,United Kingdom,4.8,393,52.928787899999996,-1.2120336,3855
ChIJofM3H8TpeUgRsTX4JR_Zebg,Henry's Barbers,,0115 925 9770,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","60 High Rd, Beeston, Nottingham NG9 2JP, UK",,United Kingdom,4.6,182,52.9277562,-1.2138358999999999,3270
ChIJL8lyluLpeUgRIkr0FRoGLO8,Chilwell Barbers,,0115 837 0390,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","316 High Rd, Chilwell, Beeston, Nottingham NG9 5EG, UK",,United Kingdom,5,117,52.9157794,-1.2353581999999999,3600
ChIJLXYm19zpeUgRe0nw1bPwjYY,Broadgate Barbers,,0115 925 3195,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","127 High Rd, Beeston, Nottingham NG9 2LH, UK",,United Kingdom,4.7,133,52.929488199999994,-1.2110079999999999,2835
ChIJjUnNQRnpeUgRqtXrCPwOi2s,MC Barber,,,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","45 High Rd, Beeston, Nottingham NG9 2JQ, UK",,United Kingdom,4.5,55,52.927539599999996,-1.2143125,3600
ChIJHzm3Pg7peUgRW6hypr_3iEc,Eclipse Barber Studio,https://www.eclipsebarberstudio.co.uk/,07455 021993,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","Barton Ln, Chilwell, Beeston, Nottingham NG9 6DS, UK",,United Kingdom,5,140,52.903111900000006,-1.2430968999999998,2820
ChIJSRXwXDjDeUgRyaLpuQrTHHA,Doctor Barber,https://doctor-barber-nottss.lovable.app/,07832 734603,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","57 Beeston Rd, Nottingham NG7 2JS, UK",,United Kingdom,5,27,52.9392858,-1.1834719,3600
ChIJK-Rcsz_peUgRVLE7ZOnvfkQ,BLU Barbers,https://blu-barbershop.nearcut.com/r/AY5V5X,07581 406951,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","190 Queens Rd, Beeston, Nottingham NG9 2DB, UK",,United Kingdom,4.8,57,52.9254756,-1.2062146,2820
ChIJmwTLEADpeUgROSa4n4VscyI,Alpha barber shop,https://alpha-barbers.lovable.app/,07877 496109,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","168A Bramcote Ln, Nottingham NG8 2QP, UK",,United Kingdom,4.9,96,52.9461815,-1.2327534,3660
ChIJaZBCK9fpeUgR6-7Vz4zB5Ug,Barry's Gentleman's Hairdressing,,07966 520154,Barbers in Beeston,"barber_shop,hair_care,health,service,point_of_interest,establishment","48 Meadow Rd, Beeston, Nottingham NG9 1JT, UK",,United Kingdom,4.8,67,52.919271300000005,-1.2047174999999999,2190
