id,name,url,phone,search_query,categories,address,city,country,rating,review_count,lat,lng,minutes_open_weekly
ChIJXzN6ntzAeUgRfXeeRK7fOKE,DMS Garage Services,http://www.dmsgarageservices.co.uk/,0115 926 4566,"mechanics, Arnold","car_repair,point_of_interest,service,establishment","108 Coppice Rd, Arnold, Nottingham NG5 7GD, UK",,United Kingdom,4.8,190,53.0066236,-1.1203511,2700
ChIJAQDATkDCeUgRU7KVysj_XPA,Arnold Clark Nottingham Motorstore Servicing & Repairs,https://www.arnoldclark.com/find-a-dealer/nottingham-motorstore/ref/arnhd?utm_source=gmb&utm_medium=organic&utm_campaign=website&utm_content=nottingham-arnhds,,"mechanics, Arnold","car_repair,tire_shop,auto_parts_store,store,point_of_interest,service,establishment","lenton industrial estate, Redfield Rd, Nottingham NG7 2UJ, UK",,United Kingdom,4.2,28,52.9329573,-1.176974,4140
ChIJlzZMC-DBeUgRBkLqCdKtgk8,Oaktree Garage,https://www.oaktreegarage.co.uk/,0115 967 6767,"mechanics, Arnold","car_repair,point_of_interest,service,establishment","81 Rolleston Dr, Arnold, Nottingham NG5 7JA, UK",,United Kingdom,3.7,3,53.0023011,-1.1170502,2550
ChIJLTR-fpTAeUgRLWvprzsais8,Arnold & District Ex-Service Club Ltd,,0115 955 5501,"mechanics, Arnold","bar,point_of_interest,establishment","Clinton St, Arnold, Nottingham NG5 6GR, UK",,United Kingdom,4.6,99,53.0028533,-1.1342352,1440
ChIJBYlpd-HAeUgR7kdt1Fm6z8I,Lindleys Autocentres Nottingham (Arnold),https://www.lindleysautocentres.co.uk/contact-us/arnold/,0115 926 4841,"mechanics, Arnold","tire_shop,auto_parts_store,car_repair,store,point_of_interest,service,establishment","76 Nottingham Rd, Arnold, Nottingham NG5 6JZ, UK",,United Kingdom,4.8,576,53.000420500000004,-1.1315614000000003,2970
ChIJ9WU-JuLAeUgRihXGr2O1iiQ,Arnold Tyres,https://www.lindleysautocentres.co.uk/tyres/,0115 778 0604,"mechanics, Arnold","tire_shop,auto_parts_store,car_repair,store,point_of_interest,service,establishment","76 Nottingham Rd, Arnold, Nottingham NG5 6JZ, UK",,United Kingdom,4.9,36,53.000331499999994,-1.1313144,3240
ChIJa9bgSnO5eUgRGL9_AuvS37w,AB Automotive,,07526 398379,"mechanics, Arnold","car_repair,point_of_interest,service,establishment","Unit 7, Longland Farm, Longland Ln, Farnsfield, Newark NG22 8HW, UK",,United Kingdom,5,2,53.094182599999996,-1.0621926,2700
ChIJ2Y_gW93AeUgR9PApkUCm8PI,Arnold Building Services,http://www.arnoldbuildingservices.co.uk/,0115 967 1459,"mechanics, Arnold","point_of_interest,general_contractor,service,establishment","24 Winthorpe Rd, Arnold, Nottingham NG5 7LF, UK",,United Kingdom,4,4,52.999895699999996,-1.1163231999999998,0
ChIJq6p6MPHBeUgRRYLCaNDqflI,Nottingham Independent Service Centre - Car Repair & Servicing,https://www.nottinghamindependent.co.uk/,0115 837 0030,"mechanics, Arnold","car_repair,medical_clinic,health,store,point_of_interest,service,establishment","Unit 1 New Rd, Nottingham NG7 3FR, UK",,United Kingdom,4.9,32,52.960063600000005,-1.1838579999999999,2850
ChIJMbJzeVvBeUgRITWXahuS-PY,ABS MOTS & Auto Repairs Ltd.,https://absmotsauto.co.uk/,07383 021746,"mechanics, Arnold","car_repair,point_of_interest,service,establishment","Unit 10 Northern Ct, Nottingham NG6 0BJ, UK",,United Kingdom,4.9,158,52.990300200000007,-1.1827519,3780
