id,name,url,phone,search_query,categories,address,city,country,rating,review_count,lat,lng,minutes_open_weekly
ChIJoUiT0c1beUgR9yyalP21CfE,Bidmark,https://www.bidmark.co.uk/,0113 880 0917,marketing in leeds,"marketing_consultant,consultant,service,point_of_interest,establishment","13/14 Park Pl, Leeds LS1 2SJ, UK",,United Kingdom,5,20,53.797795799999996,-1.5524483999999998,2550
ChIJvYDjx0pZeUgRFNBI_NcwHoU,Spike®,https://spike.digital/?utm_source=google&utm_medium=gmb&utm_campaign=gmbleeds,0113 278 0689,marketing in leeds,"marketing_consultant,consultant,service,point_of_interest,establishment","Marshall St, Holbeck, Leeds LS11 9YP, UK",,United Kingdom,4.9,19,53.7914931,-1.5537926,5460
ChIJDaHcUhhceUgR856zCy6urmA,Enjoy Digital,https://www.enjoy-digital.co.uk/?utm_source=google&utm_medium=gmb,0113 389 9770,marketing in leeds,"service,point_of_interest,establishment","23 The Calls, Leeds LS2 7EH, UK",,United Kingdom,4.9,30,53.795153899999995,-1.5380945,3000
ChIJZYbR61QNIA8R-OE60qZWJHU,Another Concept Digital Agency,https://anotherconcept.co.uk/,,marketing in leeds,"service,point_of_interest,establishment","calls wharf, 2 The Calls, Leeds LS2 7JU, UK",,United Kingdom,5,17,53.794926,-1.5405221,2400
ChIJV36Q9oBdeUgRbidIif7FlXM,NSCG,https://nscgrp.co.uk/,0113 490 0807,marketing in leeds,"service,point_of_interest,establishment","42 Call Ln, Leeds LS1 6DT, UK",,United Kingdom,4.9,283,53.795374900000006,-1.5413181999999999,3870
ChIJfyre--ddeUgRzdeVmgoxnsg,Everything Digital Ltd,https://everything-digital.co.uk/,07745 528158,marketing in leeds,"service,point_of_interest,establishment","Everything Digital, 93-99 Mabgate, Leeds LS9 7DR, UK",,United Kingdom,4.7,16,53.8028462,-1.5300717,2400
ChIJy6IpsXlfeUgR10_n9zNylN8,21 Degrees Digital,https://www.21degreesdigital.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,0113 531 5081,marketing in leeds,"consultant,service,point_of_interest,establishment","Biz Hub, One City West, Holbeck, Leeds LS12 6NJ, UK",,United Kingdom,4.9,28,53.776641,-1.5821697,2700
ChIJT0K2hvZfeUgR3gn-kXAyQDw,Ascensor,http://www.ascensor.com/,0113 831 4400,marketing in leeds,"marketing_consultant,consultant,service,point_of_interest,establishment","Ascensor Digital Agency, Block 1, City West Office Park, The Blvd, Holbeck, Leeds LS12 6FB, UK",,United Kingdom,5,29,53.7796298,-1.5809474000000001,2850
ChIJ8c9LshhceUgRa1P9n34L-R0,26 agency,https://26-agency.com/,0800 320 2626,marketing in leeds,"marketing_consultant,consultant,service,point_of_interest,establishment","Royal House, 28 Sovereign St, Leeds LS1 4BA, UK",,United Kingdom,4.3,24,53.7937552,-1.5435953999999998,2550
ChIJOQliwT1ceUgR_NZ4QJPEEi4,ilk Agency,https://ilk.agency/?utm_source=google&utm_medium=organic&utm_term=gbp-listing,0113 242 9174,marketing in leeds,"service,point_of_interest,establishment","3 The Blvd, Leeds LS10 1PZ, UK",,United Kingdom,4.8,13,53.7906919,-1.5321383,2370
